"estate_id","address","address_number","lat","long","rent","footprint","madori"
"4034406","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","29800","16","1R"
"16379271","群馬県前橋市上小出町３丁目","１４−６","139.06478666666669","36.415638055555554","34000","43","1DK"
"5662468","群馬県前橋市城東町３丁目","１９−１１","139.08167694400001","36.390027500000002","50000","63","2LDK"
"4034339","群馬県前橋市上小出町２丁目","３４−１６","139.06067194444444","36.413021111111114","30000","21.450001","1K"
"4034405","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","29800","16","1R"
"13510149","群馬県前橋市川原町１丁目","３１−１５","139.04760527799999","36.421756666699999","38000","26.4","1K"
"16373415","群馬県前橋市上小出町３丁目","１４−６","139.06478666666669","36.415638055555554","30000","43","1DK"
"5662467","群馬県前橋市城東町３丁目","１９−１１","139.08167694400001","36.390027500000002","60000","62.849998","3SDK"
"4034317","群馬県前橋市上小出町２丁目","３４−１６","139.06067194444444","36.413021111111114","37000","36.299999","1DK"
"4034404","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","26000","16","1R"
"13510148","群馬県前橋市川原町１丁目","３１−１５","139.04760527799999","36.421756666699999","38000","26.4","1K"
"16335565","群馬県前橋市元総社町","１３５８−１","139.033008056","36.385327222199997","47000","50.400002","2LDK"
"5662466","群馬県前橋市城東町３丁目","１９−１１","139.08167694400001","36.390027500000002","50000","64.699997","2LDK"
"4034300","群馬県前橋市上小出町２丁目","３４−１６","139.06067194444444","36.413021111111114","36000","29.700001","1DK"
"4034403","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","26000","16","1R"
"13510146","群馬県前橋市川原町１丁目","３１−１５","139.04760527799999","36.421756666699999","38000","26.4","1K"
"16335564","群馬県前橋市元総社町","１３５８−１","139.033008056","36.385327222199997","48000","50.400002","2LDK"
"5662464","群馬県前橋市城東町３丁目","１９−１１","139.08167694400001","36.390027500000002","49000","63","2LDK"
"4034299","群馬県前橋市上小出町２丁目","３４−１６","139.06067194444444","36.413021111111114","36000","29.700001","1DK"
"4034387","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","26000","16","1R"
"13510144","群馬県前橋市川原町１丁目","３１−１５","139.04760527799999","36.421756666699999","38000","26.4","1K"
"16335563","群馬県前橋市元総社町","１３５８−１","139.033008056","36.385327222199997","48000","50.400002","2LDK"
"5662463","群馬県前橋市城東町３丁目","１９−１１","139.08167694400001","36.390027500000002","49000","62.849998","3SDK"
"17057694","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","65000","47.700001","2DK"
"4034386","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","26000","16","1R"
"13510143","群馬県前橋市川原町１丁目","３１−１５","139.04760527799999","36.421756666699999","38000","26.4","1K"
"16335550","群馬県前橋市元総社町","１３５８−１","139.033008056","36.385327222199997","48000","50.400002","2LDK"
"5662462","群馬県前橋市城東町３丁目","１９−１１","139.08167694400001","36.390027500000002","49000","64.699997","2LDK"
"16317011","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","29000","19.440001","1R"
"4034385","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","26000","16","1R"
"13510142","群馬県前橋市川原町１丁目","３１−１５","139.04760527799999","36.421756666699999","38000","26.4","1K"
"17533225","群馬県高崎市下和田町３丁目","１１−１０","139.01483305599999","36.308173333299997","48000","45.360001","1LDK"
"5662461","群馬県前橋市城東町３丁目","１９−１１","139.08167694400001","36.390027500000002","48000","63","2LDK"
"16860485","群馬県前橋市総社町３丁目","２−９","139.0443261111111","36.401440000000001","54000","40.150002","2K"
"14732839","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","35000","19.440001","1R"
"4034384","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","29800","16","1R"
"13510155","群馬県前橋市川原町１丁目","３１−１５","139.04760527799999","36.421756666699999","39000","26.4","1K"
"5662458","群馬県前橋市城東町３丁目","１９−１１","139.08167694400001","36.390027500000002","64000","62.849998","2SLDK"
"13815595","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","40000","29.16","1K"
"4034383","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","26000","16","1R"
"13510154","群馬県前橋市川原町１丁目","３１−１５","139.04760527799999","36.421756666699999","39000","26.4","1K"
"5662388","群馬県前橋市城東町３丁目","１９−１１","139.08167694400001","36.390027500000002","48000","64.699997","2LDK"
"9876276","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","45000","24.48","1K"
"4034366","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","28000","16","1R"
"13510140","群馬県前橋市川原町１丁目","３１−１５","139.04760527799999","36.421756666699999","39000","26.4","1K"
"15970937","群馬県前橋市上小出町３丁目","９−２０","139.06254777800001","36.414435277800003","45000","35.299999","2DK"
"4036594","群馬県前橋市江木町","１３４１−３０","139.13827305555554","36.39501388888889","36000","23.200001","1K"
"9062050","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","45000","24.48","1K"
"4034365","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","26000","16","1R"
"10266211","群馬県前橋市上小出町３丁目","９−２０","139.06254777800001","36.414435277800003","49000","35.299999","2DK"
"4036375","群馬県前橋市江木町","１３４１−３０","139.13827305555554","36.39501388888889","34800","23.200001","1K"
"9062023","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","45000","24.48","1K"
"4034364","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","26000","16","1R"
"17438391","群馬県前橋市上小出町３丁目","９−２０","139.06254777800001","36.414435277800003","45000","35.299999","2DK"
"4036148","群馬県前橋市江木町","１３４１−３０","139.13827305555554","36.39501388888889","34500","23.200001","1K"
"7880065","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","29000","19.389999","1R"
"4034363","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","28000","16","1R"
"10266073","群馬県前橋市上小出町３丁目","９−２０","139.06254777800001","36.414435277800003","46000","35.299999","2DK"
"4035607","群馬県前橋市江木町","１３４１−３０","139.13827305555554","36.39501388888889","35500","23.200001","1K"
"7002948","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","28000","17.280001","1R"
"4034362","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","29800","16","1R"
"15963888","群馬県前橋市下小出町３丁目","７−１５","139.06900944444445","36.411753611111109","25000","24.299999","1K"
"10573132","群馬県前橋市上小出町３丁目","９−２０","139.06254777800001","36.414435277800003","46000","35.299999","2DK"
"4031768","群馬県前橋市江木町","１３４１−３０","139.13827305555554","36.39501388888889","38000","23.200001","1K"
"6816265","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","80000","67.5","3LDK"
"4034297","群馬県前橋市天川原町１丁目","２−１","139.08026806347252","36.372260333992628","24000","16","1R"
"4032098","群馬県前橋市古市町１丁目","５−２０","139.05745305555556","36.375633055555554","64000","58.529999","2LDK"
"15963871","群馬県前橋市下小出町３丁目","７−１５","139.06900944444445","36.411753611111109","26000","21","1K"
"4031484","群馬県前橋市江木町","１３４１−３０","139.13827305555554","36.39501388888889","35500","23.200001","1K"
"7562000","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","52000","29.16","1DK"
"4032077","群馬県前橋市古市町１丁目","５−２０","139.05745305555556","36.375633055555554","64000","58.119999","2LDK"
"4036979","群馬県前橋市南町３丁目","４８−７","139.07210000000001","36.378588055555554","29000","19.25","1DK"
"5492636","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","37000","19.440001","1K"
"4032074","群馬県前橋市古市町１丁目","５−２０","139.05745305555556","36.375633055555554","57000","44.34","2DK"
"4036443","群馬県前橋市南町３丁目","４８−７","139.07210000000001","36.378588055555554","29000","19.25","1DK"
"5256715","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","29000","17.280001","1R"
"4166020","群馬県高崎市真町","５１−１","139.01281499999999","36.323173611111109","110000","59.799999","2LDK"
"4032073","群馬県前橋市古市町１丁目","５−２０","139.05745305555556","36.375633055555554","57000","44.34","2DK"
"4036444","群馬県前橋市南町３丁目","４８−７","139.07210000000001","36.378588055555554","29000","19.25","1DK"
"4125603","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","49000","24.48","1K"
"16873682","群馬県前橋市北代田町","１７４−４５","139.08000250000001","36.40952166666667","24000","21.290001","1R"
"4034796","群馬県前橋市南町３丁目","４８−７","139.07210000000001","36.378588055555554","29000","19.25","1DK"
"4037258","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","26000","17.280001","1R"
"15488067","群馬県前橋市北代田町","１７４−４５","139.08000250000001","36.40952166666667","28000","21.290001","1R"
"4034795","群馬県前橋市南町３丁目","４８−７","139.07210000000001","36.378588055555554","29000","19.25","1DK"
"4036706","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","33000","17.280001","1R"
"4034004","群馬県前橋市南町３丁目","４８−７","139.07210000000001","36.378588055555554","29000","19.25","1DK"
"4036707","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","33000","17.280001","1R"
"17170531","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","25000","22.1","1K"
"4034003","群馬県前橋市南町３丁目","４８−７","139.07210000000001","36.378588055555554","29000","19.25","1DK"
"4036403","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","40000","19.440001","1R"
"16899044","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","33000","23.65","1K"
"13775021","群馬県前橋市南町３丁目","４８−７","139.07210000000001","36.378588055555554","33000","19.25","1DK"
"4035709","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","45000","19.389999","1R"
"14577436","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","30000","23.65","1K"
"12797917","群馬県前橋市南町３丁目","４８−７","139.07210000000001","36.378588055555554","31000","19.25","1DK"
"4033703","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","28000","19.440001","1R"
"9288044","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","30000","18.360001","1K"
"4036248","群馬県前橋市総社町４丁目","９−５","139.0389011111111","36.401256944444441","67000","57.009998","2LDK"
"4032301","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","30000","17.280001","1R"
"4377709","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","39000","27.43","1K"
"4035447","群馬県前橋市総社町４丁目","９−５","139.0389011111111","36.401256944444441","78000","62.869999","2LDK"
"4032230","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","29000","17.280001","1R"
"4036870","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","63000","45.380001","2DK"
"4033719","群馬県前橋市総社町４丁目","９−５","139.0389011111111","36.401256944444441","77000","63.48","2LDK"
"4032120","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","79000","67.5","3LDK"
"4036723","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","40000","24.190001","1K"
"4033176","群馬県前橋市総社町４丁目","９−５","139.0389011111111","36.401256944444441","78000","62.869999","2LDK"
"4032049","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","40000","19.440001","1R"
"4036724","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","40000","24.190001","1K"
"4033175","群馬県前橋市総社町４丁目","９−５","139.0389011111111","36.401256944444441","77000","63.48","2LDK"
"4032048","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","45000","19.440001","1R"
"4036465","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","39000","18.360001","1K"
"4033174","群馬県前橋市総社町４丁目","９−５","139.0389011111111","36.401256944444441","77000","62.869999","2LDK"
"7063019","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","38000","19.440001","1R"
"4036464","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","39000","18.360001","1K"
"4033159","群馬県前橋市総社町４丁目","９−５","139.0389011111111","36.401256944444441","78000","62.869999","2LDK"
"4032009","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","30000","17.280001","1R"
"4036241","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","35000","22.1","1R"
"4032008","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","55000","29.16","1DK"
"4036242","群馬県前橋市古市町１丁目","４３−１０","139.0543111111111","36.373275","35000","22.1","1R"
"13814951","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","29000","17.280001","1R"
"4031941","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","30000","17.280001","1R"
"4031769","群馬県前橋市表町２丁目","２３−８","139.07477111111112","36.381783055555559","45000","17.280001","1R"
"17886423","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","50000","54.369999","1SLDK"
"6836006","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","58000","53.970001","2LDK"
"4035790","群馬県前橋市天川大島町３丁目","３５−５","139.1055638888889","36.372590000000002","35000","28.969999","1K"
"6836005","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","58000","53.970001","2LDK"
"4035791","群馬県前橋市天川大島町３丁目","３５−５","139.1055638888889","36.372590000000002","35000","28.969999","1K"
"6413930","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","58000","53.970001","3DK"
"4035641","群馬県前橋市天川大島町３丁目","３５−５","139.1055638888889","36.372590000000002","32000","24.01","1K"
"4032784","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","63000","54.66","3DK"
"17011392","群馬県前橋市総社町高井","９５−１","139.028444444","36.4126352778","67000","49.849998","2LDK"
"4035340","群馬県前橋市天川大島町３丁目","３５−５","139.1055638888889","36.372590000000002","39000","24.01","1K"
"4032799","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","63000","54.66","3DK"
"17011391","群馬県前橋市総社町高井","９５−１","139.028444444","36.4126352778","66000","49.849998","2LDK"
"17498643","群馬県前橋市天川大島町３丁目","３５−５","139.1055638888889","36.372590000000002","35000","28.969999","1K"
"4032313","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","55000","53.970001","3DK"
"17011390","群馬県前橋市総社町高井","９５−１","139.028444444","36.4126352778","66000","49.849998","2LDK"
"9968569","群馬県前橋市天川大島町３丁目","３５−５","139.1055638888889","36.372590000000002","32000","28.969999","1K"
"4031975","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","55000","53.970001","2SDK"
"16798978","群馬県高崎市東貝沢町１丁目","１８−７","139.03842462529749","36.339013840855003","86000","57.310001","2LDK"
"17011361","群馬県前橋市総社町高井","９５−１","139.028444444","36.4126352778","66000","49.849998","2LDK"
"4034986","群馬県前橋市天川大島町３丁目","３５−５","139.1055638888889","36.372590000000002","32000","28.969999","1K"
"4031849","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","54000","54.369999","3DK"
"16798932","群馬県高崎市東貝沢町１丁目","１８−７","139.03842462529749","36.339013840855003","88000","57.310001","2LDK"
"17011362","群馬県前橋市総社町高井","９５−１","139.028444444","36.4126352778","67000","49.849998","2LDK"
"7759596","群馬県前橋市天川大島町３丁目","３５−５","139.1055638888889","36.372590000000002","30000","24.01","1K"
"17011360","群馬県前橋市総社町高井","９５−１","139.028444444","36.4126352778","66000","49.849998","2LDK"
"4037422","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","36000","39.599998","2DK"
"4031388","群馬県前橋市問屋町２丁目","８−３","139.04183305555554","36.392359999999996","58000","54.369999","3DK"
"4038164","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","50000","24.76","1K"
"17011364","群馬県前橋市総社町高井","９５−１","139.028444444","36.4126352778","67000","49.849998","2LDK"
"4037419","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","45000","39.599998","2DK"
"15067939","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","48000","26.92","1K"
"4038163","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","48000","24.76","1K"
"17011363","群馬県前橋市総社町高井","９５−１","139.028444444","36.4126352778","67000","49.849998","2LDK"
"4037334","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","38000","39.599998","2DK"
"5419337","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","40000","26.51","1K"
"5419338","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","40000","26.51","1K"
"4038162","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","48000","24.76","1K"
"5419335","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","40000","26.51","1K"
"4037440","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","45000","39.599998","2DK"
"14714421","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","38000","26.92","1K"
"4035316","群馬県前橋市富士見町時沢","３１１４−５","139.09764388888888","36.438834999999997","25000","18","1K"
"4036758","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","50000","24.76","1K"
"5419336","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","40000","26.51","1K"
"4036532","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","38000","39.599998","2DK"
"14471029","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","72000","58.580002","3LDK"
"16798931","群馬県高崎市東貝沢町１丁目","１８−７","139.03842462529749","36.339013840855003","84000","57.310001","2LDK"
"4036695","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","49000","24.76","1K"
"5419332","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","41000","26.51","1K"
"4036281","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","36000","39.599998","2DK"
"6191945","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","48000","26.92","1K"
"4036451","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","50000","24.76","1K"
"5419330","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","39000","26.51","1K"
"4035933","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","38000","39.599998","2DK"
"4037132","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","45000","26.92","1K"
"4036450","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","48000","24.76","1K"
"5419327","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","40000","26.51","1K"
"4035916","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","38000","39.599998","2DK"
"4035606","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","58000","34.560001","1DK"
"16798929","群馬県高崎市東貝沢町１丁目","１８−７","139.03842462529749","36.339013840855003","82000","57.310001","2LDK"
"4036064","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","49000","24.76","1K"
"5419328","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","40000","26.51","1K"
"4034792","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","47000","39.599998","2DK"
"4034134","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","70000","58.580002","3LDK"
"16798928","群馬県高崎市東貝沢町１丁目","１８−７","139.03842462529749","36.339013840855003","85000","53.82","2LDK"
"4036063","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","50000","24.76","1K"
"5419326","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","42000","26.51","1K"
"4034789","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","36000","39.599998","2DK"
"4034129","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","52000","26.92","1K"
"4035929","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","52000","24.76","1K"
"5419324","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","39000","26.51","1K"
"4034232","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","36000","39.599998","2DK"
"4033601","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","100000","58.580002","3LDK"
"4035911","群馬県前橋市古市町１丁目","９−６","139.05738500000001","36.374233055555557","51000","24.76","1K"
"5419322","群馬県前橋市下小出町３丁目","２３−１２","139.06621694399999","36.413814722200001","40000","26.51","1K"
"4034000","群馬県前橋市総社町総社","１４２０−２","139.04588199044832","36.405823589794942","48000","39.599998","2DK"
"4032364","群馬県前橋市住吉町２丁目","３−２０","139.07606805555557","36.391668055555556","90000","65.550003","3LDK"
