カテゴリID,コンテンツID,名称,区ID,郵便番号,住所,緯度,経度,電話番号,FAX番号,E-MAIL,URL,フリースペース,掲載開始日,掲載終了日,備考,新着フラグ,新着コメント,問い合わせ先,開催日時,カテゴリID,削除フラグ,携帯用URL,携帯用地図縮尺,携帯用地図中心点緯度,携帯用地図中心点経度
37,4756,交通危険箇所（愛宕１）,7,,,33.592257,130.34096,,,,,飛び出し注意！,,,,,,,,37,,,,,
37,4815,交通危険箇所（愛宕２）,7,,,33.592463,130.33875,,,,,飛び出し注意！,,,,,,,,37,,,,,
37,4816,交通危険箇所（愛宕３）,7,,,33.589983,130.338412,,,,,車に注意！,,,,,,,,37,,,,,
37,4817,交通危険箇所（愛宕４）,7,,,33.58824,130.334415,,,,,車の出入り注意！,,,,,,,,37,,,,,
37,4818,交通危険箇所（愛宕５）,7,,,33.587382,130.341228,,,,,事故多発,,,,,,,,37,,,,,
37,4821,交通危険箇所（愛宕６）,7,,,33.586591,130.340692,,,,,飛び出し注意！,,,,,,,,37,,,,,
37,4822,交通危険箇所（愛宕７）,7,,,33.582104,130.337071,,,,,事故多発,,,,,,,,37,,,,,
37,4823,交通危険箇所（愛宕８）,7,,,33.582946,130.334024,,,,,飛び出し注意！,,,,,,,,37,,,,,
37,4826,交通危険箇所（愛宕浜１）,7,,,33.594628,130.33533,,,,,事故多発,,,,,,,,37,,,,,
37,4827,交通危険箇所（愛宕浜２）,7,,,33.594183,130.337151,,,,,事故多発,,,,,,,,37,,,,,
37,4828,交通危険箇所（愛宕浜３）,7,,,33.59303,130.336797,,,,,事故多発,,,,,,,,37,,,,,
37,4829,交通危険箇所（愛宕浜４）,7,,,33.594925,130.329078,,,,,事故多発,,,,,,,,37,,,,,
37,4830,交通危険箇所（愛宕浜５）,7,,,33.591716,130.336089,,,,,事故多発,,,,,,,,37,,,,,
37,4835,交通危険箇所（愛宕浜６）,7,,,33.592011,130.332876,,,,,事故多発,,,,,,,,37,,,,,
37,4837,交通危険箇所（愛宕浜７）,7,,,33.593379,130.329604,,,,,事故多発,,,,,,,,37,,,,,
37,4838,交通危険箇所（愛宕浜８）,7,,,33.593115,130.327474,,,,,事故多発，危険な交差点,,,,,,,,37
37,4839,交通危険箇所（愛宕浜９）,7,,,33.592697,130.328389,,,,,事故多発，危険な交差点,,,,,,,,37
37,4841,交通危険箇所（愛宕浜１０）,7,,,33.591851,130.329909,,,,,事故多発,,,,,,,,37
37,4843,交通危険箇所（愛宕浜１１）,7,,,33.590461,130.332372,,,,,事故多発，危険な交差点,,,,,,,,37
37,4844,交通危険箇所（愛宕浜１２）,7,,,33.590774,130.330628,,,,,事故多発,,,,,,,,37
37,4846,交通危険箇所（愛宕浜１３）,7,,,33.59127,130.327517,,,,,事故多発，危険な交差点,,,,,,,,37
37,4848,交通危険箇所（愛宕浜１４）,7,,,33.591893,130.325194,,,,,事故多発,,,,,,,,37
37,4889,交通危険箇所（姪浜１）,7,,,33.589603,130.324652,,,,,交通事故,,,,,,,,37
37,4890,交通危険箇所（姪浜２）,7,,,33.588821,130.32735,,,,,交通事故,,,,,,,,37
37,4891,交通危険箇所（姪浜３）,7,,,33.588327,130.323271,,,,,交通事故,,,,,,,,37
37,4892,交通危険箇所（姪浜４）,7,,,33.587686,130.327506,,,,,交通事故,,,,,,,,37
37,4893,交通危険箇所（姪浜５）,7,,,33.587641,130.32874,,,,,交通事故,,,,,,,,37
37,4894,交通危険箇所（姪浜６）,7,,,33.587359,130.325634,,,,,交通事故,,,,,,,,37
37,4895,交通危険箇所（姪浜７）,7,,,33.586618,130.325564,,,,,交通事故,,,,,,,,37
37,4896,交通危険箇所（姪浜８）,7,,,33.586984,130.328836,,,,,交通事故,,,,,,,,37
37,4897,交通危険箇所（姪浜９）,7,,,33.585898,130.326567,,,,,交通事故,,,,,,,,37
37,4898,交通危険箇所（姪浜１０）,7,,,33.585974,130.327463,,,,,交通事故,,,,,,,,37
37,4899,交通危険箇所（姪浜１１）,7,,,33.585938,130.328756,,,,,交通事故,,,,,,,,37
37,4900,交通危険箇所（姪浜１２）,7,,,33.585849,130.331025,,,,,交通事故発生箇所,,,,,,,,37
37,4901,交通危険箇所（姪浜１３）,7,,,33.585085,130.326492,,,,,交通事故発生箇所,,,,,,,,37
37,4934,交通危険箇所（姪浜１４）,7,,,33.584075,130.326428,,,,,交通事故発生箇所,,,,,,,,37
37,4935,交通危険箇所（姪浜１５）,7,,,33.584017,130.327334,,,,,交通事故発生箇所,,,,,,,,37
37,4936,交通危険箇所（姪浜１６）,7,,,33.583941,130.328622,,,,,交通事故発生箇所,,,,,,,,37
37,4937,交通危険箇所（姪浜１７）,7,,,33.583476,130.327367,,,,,交通事故発生箇所,,,,,,,,37
37,4938,交通危険箇所（姪浜１８）,7,,,33.583422,130.328574,,,,,交通危険箇所,,,,,,,,37
37,4939,交通危険箇所（姪浜１９）,7,,,33.582989,130.327297,,,,,交通事故発生箇所,,,,,,,,37
37,4940,交通危険箇所（姪浜２０）,7,,,33.5829,130.328531,,,,,交通事故発生箇所,,,,,,,,37
37,4941,交通危険箇所（姪浜２１）,7,,,33.583119,130.324711,,,,,交通事故発生箇所,,,,,,,,37
